armed,age,gender,race,state,mentalillness
undetermined,31,M,,WA,1
gun,40,M,,CA,0
gun,46,M,,NM,0
gun,28,M,B,IN,0
gun,30,M,W,CA,0
gun,38,F,,TX,0
knife,34,M,,TN,0
gun,36,M,N,WA,0
,25,M,B,PA,0
unarmed,28,M,W,KS,0
gun,38,M,W,VA,1
gun,20,M,,PA,0
gun,37,M,,AL,0
gun,30,M,B,IN,0
undetermined,35,M,,GA,0
gun,31,M,H,CA,0
undetermined,36,M,W,TX,0
gun,39,M,,CA,0
gun,37,M,,CO,1
,32,M,,CA,0
gun,65,M,W,GA,1
gun,42,M,W,AR,0
gun,65,M,W,FL,1
gun,30,F,W,TX,0
gun,49,M,W,AR,1
knife,66,M,W,MO,0
gun,28,M,B,CA,0
gun,27,M,W,ID,0
gun,31,M,W,WI,0
gun,46,M,W,MO,0
gun,28,M,B,OH,0
gun,35,M,A,CA,0
pole and knife,24,M,H,NM,0
gun,17,M,B,AR,0
baseball bat,39,M,W,OK,0
gun,21,M,W,TX,0
knife,21,M,N,WI,0
gun,57,M,H,FL,0
vehicle,27,M,W,PA,0
gun,62,M,W,AL,0
unarmed,40,M,B,NM,0
gun,38,M,B,FL,0
knife,27,M,H,CA,1
gun,54,M,B,VA,0
gun,27,M,W,WA,0
unarmed,51,M,W,AZ,1
gun,,M,,MS,0
gun,25,M,W,TN,0
gun,46,M,H,CA,0
gun,20,M,B,MO,0
gun,32,M,W,MO,0
ax,27,M,A,CA,1
vehicle,21,M,B,CA,0
gun,60,M,H,TX,0
gun,44,M,W,SC,0
gun,23,M,B,NC,0
gun,31,M,W,NV,0
gun,43,M,B,CA,0
gun,39,M,W,KY,0
gun,54,M,W,OR,0
gun,22,M,B,OH,0
gun,36,M,,WA,0
gun,37,M,W,OR,0
gun,42,M,W,NC,1
gun,22,M,H,CA,0
gun,42,M,H,OR,0
gun,32,M,W,VT,0
unknown weapon,30,M,H,TX,0
gun,53,F,W,ID,0
unarmed,27,M,W,CO,0
pellet gun,72,F,B,OK,0
gun,29,M,B,IA,1
gun,34,M,B,TN,0
gun,26,M,B,WI,0
knife,22,M,H,AZ,0
unarmed,16,M,W,OH,0
gun,31,M,B,PA,0
knife,58,M,W,IN,1
knife,23,M,W,MN,0
gun,44,M,W,GA,0
gun,46,M,W,FL,0
unarmed,61,M,B,TX,1
,17,M,W,KS,1
,46,M,W,FL,0
unknown weapon,35,M,W,WA,1
gun,36,M,W,MI,1
,28,M,H,TX,0
unarmed,37,M,W,OK,0
claimed to be armed,47,M,W,NJ,1
gun,35,M,H,CO,0
gun,40,M,W,OK,0
unknown weapon,38,M,,CA,0
BB gun,24,M,B,GA,0
pipe,18,M,H,TX,0
unarmed,38,M,B,FL,1
unknown weapon,54,M,W,ID,0
unknown weapon,27,M,H,NV,0
gun,62,M,W,MI,0
gun,66,M,W,MD,0
unarmed,47,M,H,TX,0
knife,19,M,H,TX,0
toy weapon,27,M,W,GA,1
gun,23,M,W,TX,0
gun,42,M,H,NV,1
,43,M,B,IL,0
knife,42,M,W,IL,0
knife,45,M,B,IN,1
,21,F,B,MS,0
gun,43,F,W,TX,1
gun,45,M,W,KY,0
gun,33,M,B,MD,0
gun,38,M,W,GA,0
gun,33,M,W,TX,0
knife,46,M,H,TX,0
knife,52,M,B,NY,0
knife,46,M,H,TX,0
unarmed,40,M,W,OK,0
knife,20,M,H,MN,0
knife,39,M,H,CO,0
unarmed,35,M,W,OH,1
,31,M,B,PA,0
gun,32,M,B,IL,0
gun,56,M,W,OK,0
gun,37,M,B,TX,0
gun,32,M,W,KY,0
knife,28,M,B,GA,0
gun,26,M,W,MT,1
vehicle,38,M,,KY,0
knife,27,M,W,NC,1
gun,,M,,TX,1
toy weapon,,M,B,GA,0
unarmed,43,M,W,MA,0
gun,49,M,W,MS,0
gun,16,M,B,CA,0
gun,35,M,W,CA,0
gun,19,M,H,CO,0
unarmed,59,M,W,FL,0
knife,29,M,H,CO,0
gun,65,M,,CA,0
,37,M,H,CA,0
,22,M,W,FL,0
BB gun,40,M,W,CA,0
knife,35,M,H,FL,1
gun,39,M,B,GA,0
vehicle,36,M,B,GA,0
gun,78,M,W,AZ,0
toy weapon,25,M,W,OH,0
gun,41,M,W,CO,0
gun,63,M,W,AZ,0
machete,48,M,B,FL,1
gun,42,M,W,VT,1
gun,39,M,B,PA,0
gun,,M,,OK,0
gun,84,M,W,FL,1
unarmed,33,M,B,CA,0
gun and knife,52,M,A,CO,0
gun,48,F,W,CA,0
gun,,M,,TX,0
knife,30,M,B,IN,1
gun,29,M,W,IN,0
gun,27,M,W,MO,1
gun,41,M,W,AL,1
gun,57,M,H,AZ,0
gun,27,M,N,UT,0
gun,58,M,W,NC,0
unknown weapon,59,M,W,FL,1
undetermined,39,M,W,WV,1
gun,28,M,B,WV,0
,28,M,W,FL,0
,23,M,H,NM,0
gun,55,M,W,OK,1
gun,33,M,H,TX,0
gun,41,M,,WA,0
gun,23,M,H,TX,1
knife,45,M,B,TX,0
gun,37,M,B,MD,0
gun,21,M,B,AL,0
gun,27,M,W,ND,0
gun,39,M,B,AZ,0
gun,37,M,B,MS,0
unarmed,22,M,B,TX,0
gun,26,M,B,TN,0
gun,27,M,W,AZ,0
unarmed,37,M,B,VA,0
toy weapon,58,M,W,IN,0
toy weapon,62,M,W,WV,0
knife,25,M,B,OK,0
sword,36,M,W,WY,0
gun,,M,H,CA,0
gun,27,M,W,OH,0
gun,37,M,W,AZ,0
gun,25,M,W,KS,0
gun,40,M,B,MO,0
machete,22,M,W,CA,1
gun,29,M,B,TX,0
gun,20,M,W,SC,0
gun,33,M,W,ID,0
gun,48,M,B,FL,0
unknown weapon,47,M,H,CO,0
machete,40,M,B,VA,0
unknown weapon,29,M,H,AZ,0
unknown weapon,29,M,H,PA,0
gun,44,M,W,AZ,0
knife,36,M,W,AZ,0
undetermined,31,M,,CA,0
gun,48,M,W,AZ,0
unknown weapon,49,M,B,TX,0
piece of wood,38,F,H,AZ,0
gun,70,M,,MO,0
gun,41,M,B,MS,0
toy weapon,,M,H,PA,0
gun,28,M,W,ID,1
toy weapon,33,M,W,GA,0
knife,44,M,W,FL,1
gun,65,M,W,AL,0
gun,,M,,MO,0
gun,35,M,W,KY,1
knife,25,M,W,NM,0
gun,40,M,W,IN,0
gun,36,M,W,IN,1
gun,55,M,W,CO,0
gun,19,M,H,CA,0
gun,70,M,W,TX,0
gun,37,M,B,MO,1
gun,53,M,W,CA,0
unarmed,84,F,W,TX,0
pickaxe,46,M,H,TX,1
gun,29,M,B,VA,0
toy weapon,,M,,PA,1
gun,27,M,N,AK,0
undetermined,,M,,CA,0
knife,32,F,W,FL,0
gun,27,M,H,AZ,0
knife,38,M,A,TX,0
gun,20,M,B,OR,1
gun,45,M,H,CA,0
gun,32,M,W,CA,1
gun,48,M,H,NM,0
gun,57,M,H,TX,0
knife,34,F,B,IL,1
gun,16,M,W,MI,1
gun,47,M,W,MI,0
gun,61,M,W,NC,0
,32,M,W,ND,0
gun,31,M,W,CO,0
baseball bat,46,M,B,NY,0
baton,27,M,B,CA,1
gun,31,M,W,UT,0
,26,M,W,OR,0
unarmed,31,M,B,LA,1
unknown weapon,,M,,SD,0
unarmed,27,M,B,AZ,0
gun,49,M,B,TN,0
knife,26,M,W,TN,1
knife,28,M,W,WA,1
ax,62,M,W,NC,0
undetermined,34,M,,TX,0
gun,50,M,H,CA,0
,,M,,TX,0
unarmed,23,M,B,CA,0
knife,40,M,H,CA,0
gun,50,M,N,KY,0
crossbow,50,M,W,AR,0
unarmed,27,M,A,CO,0
knife,35,M,B,SC,0
gun,32,M,W,KY,0
gun,56,M,W,NC,1
gun,20,M,W,FL,1
gun,56,M,W,NJ,0
gun,39,M,N,OK,1
knife,47,M,W,OK,1
gun,25,M,W,FL,1
gun,21,M,A,CA,0
knife,18,M,H,TX,0
gun,36,M,H,IL,0
unarmed,35,M,B,TX,1
gun,29,M,W,TX,0
unarmed,32,M,,LA,0
gun,20,M,H,TX,0
,30,M,B,FL,0
unknown weapon,40,M,W,MI,0
incendiary device,48,M,H,AZ,0
unknown weapon,,M,,AZ,0
knife,23,M,W,AZ,0
unarmed,42,M,W,AK,0
knife,20,M,N,AK,0
gun,25,F,W,OH,0
gun,28,M,H,TX,0
gun,34,M,W,VA,0
gun,41,M,H,NC,0
unarmed,24,M,W,FL,1
unknown weapon,29,M,W,ID,0
vehicle,33,F,W,AL,0
gun,44,M,H,AZ,0
gun and knife,31,M,W,OK,1
gun,26,M,W,PA,0
gun,51,M,W,KY,0
,64,M,W,AL,0
gun,29,M,W,SC,1
knife,61,M,W,AZ,0
gun,44,M,H,TX,1
gun,39,M,B,WV,1
gun,35,M,W,TN,0
knife,39,M,W,NV,0
gun,60,M,B,NC,0
toy weapon,42,M,W,CA,0
machete,27,M,W,OK,0
,21,M,H,NV,0
gun,33,M,H,TX,0
gun,60,M,B,LA,0
gun,24,M,W,LA,0
gun,41,M,B,FL,0
knife,41,M,B,NC,0
gun,34,M,B,MI,1
knife,23,M,H,TX,1
knife,38,M,W,MO,0
gun,58,M,W,AZ,0
gun,49,M,W,AL,1
knife,27,M,B,OK,1
gun,34,M,H,TX,0
metal pipe,34,M,B,NY,1
gun,70,M,,GA,0
gun,44,F,W,AZ,0
gun,30,M,W,AZ,0
gun,81,M,W,NY,0
gun,40,M,W,PA,0
knife,27,M,B,IN,0
vehicle,26,M,B,CA,0
gun,18,M,A,CA,0
gun,59,M,W,WV,0
knife,56,M,H,IN,1
gun,22,M,H,NV,1
gun,26,M,,CA,0
gun,34,M,A,NV,0
knife,23,M,W,AR,0
gun,36,M,W,WA,0
knife,48,M,W,OR,1
gun,33,M,W,CA,0
toy weapon,24,M,H,CA,0
unarmed,25,M,B,VA,0
screwdriver,20,M,B,UT,0
screwdriver,45,M,W,KY,0
gun,29,M,W,CA,0
gun,34,M,W,OK,0
knife,23,M,W,MI,0
knife,29,M,W,MT,0
toy weapon,44,M,W,MT,0
gun,39,M,,AZ,0
knife,30,M,B,CA,1
,28,M,W,MI,0
gun,71,F,W,LA,0
gun,25,M,B,CA,0
gun,61,M,W,NY,1
machete,39,M,W,NC,0
gun,50,M,W,LA,0
gun,,M,B,GA,1
gun,23,M,W,MN,1
knife,39,M,B,AR,0
gun,45,M,B,PA,0
glass shard,,M,,CO,0
knife,34,M,W,TX,0
gun,31,M,W,CO,0
gun,55,M,H,NJ,0
gun,39,M,B,AZ,0
vehicle,32,M,W,GA,0
gun,44,M,H,AZ,0
toy weapon,24,M,W,CA,1
knife,36,M,N,MT,0
screwdriver,41,M,B,UT,1
,25,M,B,GA,0
vehicle,39,M,W,OK,0
,40,M,W,KY,0
knife,32,M,W,GA,0
gun,45,M,W,MO,0
gun,31,M,B,FL,0
knife,32,M,N,UT,1
gun,48,M,B,MI,0
vehicle,49,M,W,CA,1
unarmed,48,M,B,FL,0
gun,18,M,W,IL,0
knife,48,M,W,IA,0
gun,25,M,B,TN,0
gun,27,M,W,MI,0
gun,37,M,H,KY,0
gun,44,M,H,TX,0
gun,27,M,B,KY,0
gun,,M,,TX,1
gun,,M,,TX,1
gun,41,M,W,CO,0
knife,42,M,B,KY,0
gun,36,M,W,CO,0
gun,89,M,,AZ,1
gun,37,M,B,TX,0
knife,22,M,,TX,0
,56,F,W,CA,0
gun,35,M,,MI,1
knife,36,F,A,GA,1
gun,46,M,W,CO,0
gun,26,M,H,CA,0
gun,41,M,W,FL,0
unarmed,38,M,W,LA,0
unknown weapon,42,M,W,CA,0
gun,47,M,W,NC,0
gun,26,M,W,IA,0
knife,64,M,B,OH,0
knife,59,M,,OH,0
gun,,M,,TX,0
gun,,M,,AZ,0
samurai sword,49,M,W,TX,0
ax,44,M,W,SD,0
gun,48,M,W,NC,0
gun,27,M,H,KS,0
gun,67,M,B,TX,0
gun,24,M,B,GA,0
machete,26,M,H,CA,1
knife,28,M,W,TX,0
gun,21,M,W,IN,0
toy weapon,54,M,,ME,0
gun,24,M,W,OH,0
gun,51,M,,AZ,0
gun,59,M,,TX,1
vehicle,21,F,W,MO,0
gun,73,M,W,OH,1
gun,39,M,W,OK,0
Taser,32,M,B,GA,0
gun,38,M,W,WY,0
,32,M,H,FL,0
gun,26,M,W,OK,0
gun,55,F,W,GA,0
gun,50,M,W,WI,1
gun,49,F,H,AZ,0
gun,48,M,W,AR,0
gun,65,M,W,PA,0
knife,37,M,,AZ,0
toy weapon,37,M,W,VA,0
knife,45,M,H,CO,0
gun,33,M,B,MS,0
vehicle,46,M,W,TN,0
gun,33,M,W,PA,0
gun,,M,,WI,0
gun,51,M,,WI,0
knife,33,M,W,LA,0
gun,51,M,W,IN,0
gun,52,M,W,OK,0
knife,24,M,N,ID,0
gun,55,M,W,OH,0
unknown weapon,28,M,B,VA,0
gun,36,M,W,LA,0
gun,54,M,,GA,0
gun,38,M,,MI,0
gun,24,M,B,MD,0
unarmed,20,M,W,MI,0
gun,54,M,W,ME,0
gun,53,M,W,IL,0
gun,36,M,H,TX,0
unarmed,24,M,B,VA,0
gun,34,M,W,FL,0
knife,59,M,W,OH,0
gun,34,M,W,OK,0
gun,,M,,MI,1
unknown weapon,29,M,H,TX,0
hatchet,24,M,W,OR,0
,77,M,W,NV,0
gun,30,M,W,OH,0
gun,36,M,H,CO,0
gun,36,M,W,KY,0
gun,58,M,W,CA,1
,47,M,B,AR,0
knife,49,M,H,TX,0
gun,31,F,W,IL,0
knife,25,M,W,WI,1
unarmed,,F,H,TX,0
unarmed,30,M,W,FL,0
unarmed,33,M,W,OH,1
vehicle,29,M,W,TX,0
knife,,M,,ID,0
knife,31,M,W,CO,1
gun,51,M,W,TX,0
knife,42,M,H,CA,1
gun,67,M,W,CO,0
knife,,M,,MO,1
gun,23,M,W,UT,0
gun,34,M,N,AZ,0
metal pipe,51,M,H,CA,0
toy weapon,19,M,W,UT,0
pickaxe,29,M,H,CA,0
gun,23,M,B,FL,0
knife,46,F,W,CA,1
knife,42,M,B,NC,0
unarmed,21,M,H,FL,0
knife,55,M,A,HI,1
knife,,M,W,CA,0
,43,M,B,IL,0
unarmed,32,M,H,OK,0
ax,,M,,CA,0
gun,34,M,H,CA,0
gun,40,M,W,MO,0
gun,55,M,H,TX,1
gun,20,M,W,NC,1
gun,24,M,B,IL,0
glass shard,43,M,H,NY,0
gun,56,M,W,GA,1
gun,47,M,W,OH,1
gun,33,M,W,NM,0
knife,20,F,W,TX,0
gun,28,M,B,IN,0
gun,50,M,W,WA,0
unarmed,36,M,W,MS,0
gun,47,M,W,NJ,1
,36,F,B,NJ,0
gun,49,M,W,TX,0
unknown weapon,34,M,W,CO,0
unarmed,41,M,B,MD,1
knife,29,M,H,CA,0
gun,34,M,B,IL,0
unarmed,34,M,W,AZ,0
gun,22,M,B,DC,0
gun,26,M,B,GA,1
knife,32,M,W,NJ,0
gun,,M,,CO,0
gun,44,M,W,OH,0
toy weapon,21,M,W,FL,1
gun,,F,,CO,0
gun,29,M,H,GA,0
gun and car,18,M,B,NV,0
gun,33,M,B,MO,0
sword,28,F,W,MO,0
gun,,M,W,MO,1
gun,40,M,H,WA,0
unarmed,40,M,W,IL,0
toy weapon,53,M,,AZ,0
knife,37,M,B,NY,0
unarmed,47,M,H,NM,0
knife,30,M,,CA,1
gun,48,M,,AZ,0
gun,33,M,B,NJ,0
gun,44,M,H,UT,0
gun,65,M,W,GA,0
gun,20,M,B,GA,0
unarmed,17,M,B,PA,0
knife,55,M,W,NM,0
unarmed,33,M,B,GA,0
gun,29,M,,OH,0
metal pole,44,M,W,OR,0
knife,37,M,W,OH,0
knife,32,M,B,NJ,0
knife,31,M,W,VA,0
toy weapon,,M,,CA,1
knife,20,M,W,NY,1
gun,30,M,B,MN,0
knife,25,M,B,LA,0
gun,,M,,CA,0
gun,47,M,W,OR,0
gun and knife,48,M,W,ID,0
gun,38,M,,CO,0
bow and arrow,32,M,O,HI,1
unknown weapon,18,M,H,TX,0
gun,29,M,W,TX,0
gun,30,M,W,MS,0
gun,36,M,,PA,1
gun,39,M,W,CO,0
gun,36,M,H,CO,0
gun,36,M,W,AR,0
gun,54,M,W,FL,1
unknown weapon,27,M,B,CA,0
gun,45,M,W,OR,0
gun,19,M,B,AZ,0
ax,36,M,W,AK,0
knife,33,M,W,TN,0
gun,56,M,W,MI,1
metal object,,M,,CA,0
gun,33,M,W,ID,0
sword,60,M,A,MO,0
knife,26,M,W,IA,0
gun,52,M,W,IL,0
knife,40,M,B,NC,0
gun,33,M,B,IL,0
knife,41,M,W,OK,0
gun,35,M,,GA,1
knife,32,M,N,CO,0
gun,34,M,H,CA,1
unarmed,26,M,W,ND,0
knife,62,M,A,KY,0
gun,33,F,H,AZ,0
gun,55,M,W,FL,1
toy weapon,38,M,W,CA,1
gun,43,M,B,KS,0
incendiary device,38,M,A,AK,0
unarmed,27,M,W,OR,0
knife,52,M,W,FL,1
unknown weapon,,M,,CO,0
unarmed,37,M,B,NJ,0
gun,,M,,CA,0
gun,34,M,W,AZ,0
gun,41,M,W,ND,1
knife,40,M,W,TX,0
gun,53,M,H,FL,0
gun,21,M,W,WY,1
knife,,F,,TX,0
toy weapon,34,M,H,CA,0
gun,22,M,H,NV,0
gun,25,M,H,TX,0
knife,16,M,W,MN,1
gun,37,M,B,IL,0
gun,68,M,B,SC,0
gun,25,M,B,MO,0
gun,34,M,W,TX,1
gun,23,M,H,NM,0
unknown weapon,25,M,W,IA,0
gun,57,M,H,NV,0
gun,27,M,H,AZ,0
gun,51,M,W,NC,0
gun,30,M,H,NM,0
gun,33,M,W,NC,0
gun,,M,W,TX,0
gun,19,M,H,IL,0
gun,22,M,H,CA,0
toy weapon,37,M,H,CA,0
gun,19,M,W,TX,0
gun,33,M,O,HI,0
gun,38,M,W,FL,0
gun,45,M,H,CA,0
gun and car,39,M,W,AZ,0
vehicle,21,M,H,AZ,0
knife,56,M,W,OH,0
unarmed,27,F,H,CA,0
toy weapon,50,M,H,CA,1
vehicle,16,M,W,OK,0
gun,18,M,W,CO,0
unknown weapon,38,M,H,CA,0
box cutter,32,M,H,CA,0
machete,33,M,H,NC,1
gun,71,M,W,VA,1
knife,30,M,H,MD,1
vehicle,39,F,W,TN,0
gun,19,M,B,FL,0
gun,44,M,W,OR,0
vehicle,54,M,W,WA,0
gun,29,M,B,TN,1
gun,,M,H,TX,0
unarmed,56,M,W,AZ,1
gun,64,M,W,TN,1
gun,25,M,B,TN,0
gun,43,M,,GA,0
gun,18,M,H,WA,0
gun,36,M,W,IL,0
toy weapon,24,M,H,CA,0
gun,30,M,W,AR,0
gun,53,M,A,HI,1
unarmed,60,F,B,GA,0
gun,32,M,H,CA,0
gun,25,M,B,OH,0
unarmed,44,M,H,PA,0
undetermined,32,M,W,LA,0
gun,33,M,W,NC,0
vehicle,,M,,CO,0
gun,,M,W,CO,0
gun,35,M,B,AR,0
gun,23,M,H,AZ,0
gun,27,M,B,MD,0
gun,53,M,W,AZ,0
gun,35,M,H,TX,0
gun,41,M,B,VA,0
vehicle,57,M,,CO,0
toy weapon,18,M,W,FL,0
gun,34,M,B,AR,0
gun,49,M,W,AR,1
gun,31,M,W,WA,1
Taser,29,M,H,FL,1
gun,33,M,W,MO,1
gun,38,M,W,FL,1
gun,43,M,N,MN,0
gun,58,M,,CA,0
baseball bat,29,M,W,NM,1
gun,68,M,W,AR,0
knife,62,M,B,NV,1
metal pipe,39,M,B,GA,0
gun,59,M,B,PA,0
gun,24,M,W,IN,0
gun,70,M,H,CA,0
gun,42,M,H,AZ,0
vehicle,26,M,W,LA,0
vehicle,24,M,W,TN,0
chain,48,M,B,CA,0
knife,,M,,NV,1
knife,54,M,B,NE,0
gun,48,M,B,PA,0
gun,37,M,W,NC,1
gun,40,M,B,MD,0
gun,28,M,B,OH,0
gun,43,M,W,LA,0
gun,49,M,,OH,1
knife,35,M,W,WI,1
gun,21,M,H,CA,0
gun,40,M,B,VA,0
gun,32,M,B,OK,0
gun,48,M,B,WI,1
gun,32,M,,IL,0
gun,31,M,W,IA,1
gun and knife,,M,H,CA,1
gun,58,M,W,FL,0
knife,30,M,B,AK,0
gun,21,M,B,TX,0
gun,15,M,H,CA,0
knife,30,M,W,CA,0
gun,28,M,H,AZ,0
toy weapon,21,M,B,CA,0
gun,42,M,,WA,1
gun,33,M,B,GA,0
gun,,M,W,MT,0
vehicle,36,M,B,PA,0
gun,38,M,W,NH,0
vehicle,34,F,H,NM,0
sharp object,23,F,W,OH,0
crossbow,44,M,W,SC,1
toy weapon,20,M,B,OH,0
knife,41,M,H,CA,0
gun,18,M,W,VA,1
gun,29,M,W,PA,0
gun,37,F,W,CO,0
gun,41,F,W,SC,1
gun and vehicle,25,M,W,AZ,0
gun,20,M,W,AZ,0
knife,34,M,W,CA,1
unknown weapon,37,M,H,NC,0
gun,18,M,W,CA,1
gun,72,M,W,OH,0
vehicle,17,M,B,TX,0
gun,45,F,W,FL,0
toy weapon,49,F,H,CA,1
gun,64,M,W,FL,1
knife,36,M,W,TN,1
gun,61,M,W,CO,0
vehicle,24,M,B,TX,0
gun,70,M,H,NM,0
knife,40,M,W,WA,1
gun,21,M,B,GA,0
knife,27,M,W,CO,0
unarmed,23,M,B,FL,0
undetermined,33,M,W,AL,0
gun,45,M,W,NC,0
toy weapon,19,M,B,CA,0
gun,28,M,B,RI,0
gun,63,M,W,AL,0
gun,,M,B,NC,0
knife,43,M,,WA,0
gun and knife,39,F,B,TX,0
gun and knife,53,M,,AZ,1
gun,57,M,W,KY,0
gun,32,M,H,NY,0
gun,38,M,B,IN,0
box cutter,36,M,,NV,0
gun,46,M,B,MI,0
gun,31,M,W,GA,0
gun,40,M,W,AZ,1
gun,31,M,W,IA,0
knife,50,M,W,AR,0
gun,29,M,H,PA,0
gun,40,M,,WA,1
unknown weapon,25,M,W,WI,0
gun,31,M,B,LA,0
gun,23,M,H,MD,0
knife,54,F,W,NY,1
vehicle,44,M,W,KY,0
gun,43,M,W,VA,0
knife,37,M,W,WA,1
gun,55,M,W,HI,0
gun,40,M,H,FL,0
gun,26,M,W,NV,0
gun,29,M,B,MD,0
box cutter,29,M,W,KY,0
vehicle,44,M,,NV,1
gun,42,M,H,CA,0
gun,20,M,W,AZ,0
gun,34,M,B,FL,0
knife,41,M,H,NY,0
vehicle,29,M,B,NJ,0
gun and knife,19,M,W,OK,0
gun,32,M,H,NM,0
vehicle,23,M,W,LA,0
gun,41,M,B,FL,0
knife,37,M,H,HI,0
gun,24,M,W,SC,0
undetermined,54,M,W,OK,0
crossbow,58,M,W,ID,1
gun,40,M,W,NH,0
gun,27,M,B,OR,0
ax,40,M,W,TN,1
knife,23,M,W,MN,0
unarmed,33,M,W,FL,1
gun,26,M,W,GA,1
vehicle,36,F,B,CA,0
gun,38,M,B,TN,1
knife,25,M,W,MS,0
gun,45,M,,WV,0
gun,,M,,MO,0
gun,31,M,B,TN,0
gun,48,M,W,OR,0
knife,43,M,N,AZ,0
machete,51,M,,HI,1
toy weapon,36,M,W,CA,1
gun,39,M,W,FL,1
knife,22,M,H,NM,0
vehicle,24,M,W,OK,0
vehicle,36,M,W,TN,0
gun,25,M,W,CO,0
knife,30,M,W,OR,0
gun,76,M,W,TX,0
gun,39,M,B,NY,0
knife,26,M,,CA,1
gun,49,F,W,IN,0
gun,21,M,W,NV,1
gun,31,M,B,WI,0
gun,,M,,CA,0
knife,22,M,B,UT,0
gun,34,M,,GA,0
knife,27,M,B,AR,0
vehicle,26,F,O,HI,0
gun,84,M,W,AZ,1
knife,17,M,W,OR,0
knife,17,M,H,CA,1
gun,55,M,,NM,0
gun,22,M,B,OH,0
gun,41,M,W,GA,0
gun,58,M,H,OH,0
vehicle,45,M,,WA,0
gun,29,M,W,WA,0
gun,19,M,B,TN,0
unarmed,18,M,B,TX,0
knife,,M,,TX,0
knife,61,M,W,UT,0
gun,18,M,W,CO,0
gun,23,M,W,UT,0
vehicle,38,M,W,WI,0
unarmed,19,M,B,NJ,0
toy weapon,63,M,B,GA,1
vehicle,21,M,B,FL,0
knife,25,M,W,MA,1
gun,35,M,W,TX,0
gun,50,M,W,WA,0
gun,34,F,W,SC,0
gun,,M,B,NC,0
undetermined,,M,,FL,0
knife,26,M,W,UT,0
unknown weapon,61,M,W,TN,0
lawn mower blade,18,M,B,GA,0
gun,37,M,N,OK,0
undetermined,27,M,W,IA,0
unarmed,24,M,W,WA,0
gun,37,M,H,CA,0
gun and knife,45,M,,MI,0
vehicle and gun,28,M,B,MO,0
unknown weapon,44,M,A,NV,1
gun,30,M,B,TX,1
Taser,30,M,B,CA,0
gun,34,M,W,CA,0
gun,27,M,H,AZ,0
vehicle,28,M,B,MD,0
toy weapon,42,F,W,GA,1
gun,32,M,W,FL,0
gun,24,M,B,FL,0
toy weapon,17,M,H,TX,0
vehicle,26,M,H,NV,0
unarmed,35,M,B,ID,0
knife,25,M,W,WV,0
gun,65,M,,OR,1
vehicle,33,M,B,CA,1
unknown weapon,25,M,A,MI,0
gun,29,M,B,MI,0
gun,18,M,H,NM,0
vehicle,19,M,W,CO,0
unarmed,39,M,H,WY,1
gun,61,M,W,MD,0
gun,36,M,W,TN,1
gun,72,M,W,FL,1
ax,48,M,A,SC,1
gun,67,M,,FL,1
gun,68,M,,CA,0
gun,,M,,TX,0
gun,34,M,H,CA,0
unknown weapon,36,M,B,MN,1
rock,33,M,W,UT,0
unarmed,30,M,W,UT,0
gun,61,M,W,MN,0
gun,41,M,B,MS,0
unarmed,52,M,W,OK,0
gun,26,M,B,IL,0
gun,,M,H,CA,0
knife,39,M,W,NJ,0
gun,36,M,A,OK,0
gun,47,M,B,OK,0
knife,,M,H,CA,0
gun,25,M,H,TN,0
knife,63,M,W,CA,1
unknown weapon,24,M,B,AZ,0
gun,38,M,H,KS,1
gun,22,M,B,VA,0
gun,59,M,W,MA,0
knife,55,M,,AL,0
knife,29,M,W,SC,0
gun,18,M,B,CO,0
straight edge razor,29,M,H,CA,1
knife,25,M,B,GA,1
metal pipe,48,M,W,CA,1
gun,60,M,W,AL,0
gun,,M,,TX,0
gun,49,F,,MT,0
vehicle,27,M,B,FL,0
gun,,M,,CA,0
gun,65,M,W,IN,0
vehicle,41,M,W,ID,0
gun,33,M,B,AR,0
gun,71,M,,AZ,0
vehicle,33,M,B,AR,0
knife,22,M,W,MN,1
gun,52,M,W,OH,1
gun,42,M,W,MI,1
gun,48,M,B,AL,0
knife,24,M,H,CA,0
undetermined,,M,,TX,0
gun,21,M,B,AL,0
machete,20,M,W,AK,0
gun,59,M,W,CO,0
gun,46,M,W,KY,0
gun,23,M,B,MI,0
vehicle,32,M,H,UT,1
knife,23,F,,TN,1
gun,19,M,W,CO,0
gun,64,M,W,UT,1
vehicle,35,M,B,KS,0
knife,41,M,W,MN,0
gun,42,M,A,HI,1
gun,,M,,CO,0
gun,35,M,W,KY,0
vehicle,33,M,H,WA,0
gun,32,M,N,MN,0
unknown weapon,37,M,W,ME,0
gun,46,M,,AZ,0
gun,37,M,H,UT,0
gun,19,M,,SD,1
meat cleaver,65,M,B,FL,0
straight edge razor,30,M,B,FL,1
knife,43,M,B,NV,0
toy weapon,18,M,H,UT,0
gun,27,M,H,CA,1
knife,41,M,W,PA,0
gun,41,M,W,CA,0
knife,33,M,B,VA,0
gun,53,M,B,GA,1
gun,42,M,W,CA,0
gun,46,M,W,NV,1
unknown weapon,51,M,H,FL,0
gun,16,M,B,OH,0
knife,41,M,W,NV,0
gun,24,M,B,GA,0
gun,23,M,B,CA,0
gun,50,M,W,AR,0
gun,41,M,W,OK,0
knife,23,M,W,NY,1
knife,33,M,W,CA,1
gun,25,F,W,GA,0
gun,30,F,A,HI,0
gun,58,M,W,CO,1
knife,47,M,B,NY,1
knife,22,M,W,AR,0
