teaching,international,research,citations,income,num_students,student_staff_ratio,international_students,total_score,Label
12.4,95.6,10.6,13.3,33.3,5226,14.1,0.82,59.8,0
29.9,90.1,20.1,65.3,33.9,2473,15.6,0.63,59.8,0
24.7,82.6,18.9,43.5,28.4,2473,15.6,0.63,59.8,0
61.3,98.6,67.5,94.6,65.4,9666,10.5,0.54,76.1,1
62.4,98.8,57,95,49.8,9666,10.5,0.54,73,1
54.7,98.8,56.9,95,61.9,9666,10.5,0.54,70.9,1
52.9,98.2,48.3,95.9,49.2,9666,10.5,0.54,67.7,1
55,100,56.1,83.8,38,9666,10.5,0.54,66.5,1
53.1,98.9,43.9,95.3,46.7,9666,10.5,0.54,66.3,1
25,99.8,26.7,84.8,38.1,5144,15.9,0.52,49.4,0
88.8,92.2,88.7,93.9,93.1,15060,11.7,0.51,90.7,1
89.2,90,94.5,88.3,92.9,15060,11.7,0.51,90.6,1
88,91.4,90.9,93,87.5,15060,11.7,0.51,90.6,1
83.3,96,88.5,96.7,53.7,15060,11.7,0.51,89.1,1
84.6,92.7,88.3,89.4,72.7,15060,11.7,0.51,87.5,1
84.5,91.8,88.1,90,72.3,15060,11.7,0.51,87.5,1
23.5,89.6,21.2,43.5,28.9,13053,17.8,0.5,59.8,0
37.5,95.5,47.7,82.7,95.4,15626,18.9,0.48,59.9,0
39.7,85.2,53.2,62.5,99.1,15626,18.9,0.48,55.5,0
32.4,89.7,48.1,70.1,96.1,15626,18.9,0.48,54.3,0
33.1,89.1,47.1,65.8,98.2,15626,18.9,0.48,52.9,0
30.6,86.4,30.5,53.9,48,15626,18.9,0.48,41.5,0
49.7,92.3,47.3,78.8,30.6,8338,12.7,0.47,60.4,1
43.2,86.3,43.8,76.6,38.9,8338,12.7,0.47,56.5,0
44.8,85.7,47.7,72.9,32.6,8338,12.7,0.47,56.5,0
37.1,89.1,40.2,83,34.1,8338,12.7,0.47,55.7,0
35.7,90.5,35.9,81.4,39.8,8338,12.7,0.47,53.6,0
36.9,88.8,32.2,77.3,40.3,8338,12.7,0.47,51.6,0
78.1,94.4,91,94.2,40.5,26607,10.7,0.46,87.1,1
83.5,89,88.8,86.8,45.1,26607,10.7,0.46,85.5,1
77.8,91.8,84.3,89,41.4,26607,10.7,0.46,83.2,1
70.4,90.6,80.4,85.1,46.2,26607,10.7,0.46,78.7,1
74,90.8,81.6,80.6,39,26607,10.7,0.46,78.4,1
70.5,90.2,77.5,84.1,46.8,26607,10.7,0.46,77.6,1
18.5,81,10.6,25.7,48,17753,24.7,0.44,59.8,0
21.3,93,23.2,46.5,42.3,27930,20,0.44,59.8,0
20.9,91.1,23.8,54.2,37.9,27930,20,0.44,59.8,0
22,86.8,29.6,54.8,37.2,27930,20,0.44,59.8,0
24,89.2,24.8,50.2,36.2,27930,20,0.44,59.8,0
28.5,90,27.2,52.3,33.1,27930,20,0.44,59.8,0
16.7,86.4,16,51.7,49.9,16606,32.8,0.43,59.8,0
19.4,83.3,18.9,49.6,44.2,16606,32.8,0.43,59.8,0
21.2,85.3,17.8,46.5,40.5,16606,32.8,0.43,59.8,0
18.7,88.3,19.6,51.2,36.5,16606,32.8,0.43,59.8,0
17.3,81.9,11.7,21.1,28.5,16609,21,0.43,59.8,0
20.7,84.2,21.4,42.1,48.4,8773,17.8,0.43,59.8,0
23.4,90.1,22.4,36.4,45.6,8773,17.8,0.43,59.8,0
24.7,87.8,20.8,39,44.3,8773,17.8,0.43,59.8,0
21.5,82.6,16.2,18.8,41.1,8773,17.8,0.43,59.8,0
9.9,99.9,10.3,22.3,55.2,9583,19,0.42,59.8,0
34.1,93.5,41.3,93.3,36.8,14260,14,0.4,58.5,0
39.7,91,44.1,73.5,38.9,14260,14,0.4,54.6,0
32.4,88.6,32.9,88.9,37.1,14260,14,0.4,53.8,0
33.1,87,30,85.4,42.7,14260,14,0.4,52.1,0
31,88,29.2,87,37.7,14260,14,0.4,51.7,0
29,88.8,28.6,83.7,36.6,14260,14,0.4,49.9,0
30.6,82.4,30.5,47.6,32.7,12695,19.8,0.39,59.8,0
33.7,86.4,34.6,39.6,31,12695,19.8,0.39,59.8,0
31.6,86.7,29,39.3,29.1,12695,19.8,0.39,59.8,0
33.9,93.7,33.3,38.6,28.9,12695,19.8,0.39,59.8,0
31.7,90.1,35.9,37,28.3,12695,19.8,0.39,59.8,0
23.9,93.4,17.1,77,42,18209,16.9,0.39,59.8,0
25.2,91.4,17.2,70.6,40.2,18209,16.9,0.39,59.8,0
23.6,95.7,16.9,67.3,39.9,18209,16.9,0.39,59.8,0
36.6,88.7,17.9,71.6,38.2,18209,16.9,0.39,59.8,0
23.1,90.7,13.8,65.7,32.8,18209,16.9,0.39,59.8,0
34.9,98.5,40.5,78.5,72.4,15668,15,0.39,55.4,0
46.6,95.7,49.7,63.1,32.7,15668,15,0.39,55,0
34.5,96.8,37.2,78.2,65.1,15668,15,0.39,53.8,0
36.2,95.3,42.5,73.1,32.4,15668,15,0.39,53.5,0
31.4,96.7,33.9,77.2,38.3,15668,15,0.39,51,0
34.9,97.5,39,65.1,32.7,15668,15,0.39,49.8,0
37.9,99.5,34.8,60.2,35,18209,16.9,0.39,47.2,0
68.4,91.4,71.4,96.1,56.5,19835,17.6,0.38,79.2,1
78.4,81.7,85.9,62.1,62.5,19835,17.6,0.38,75.6,1
74,83.7,80.1,60.5,64.1,19835,17.6,0.38,72.3,1
64.6,99.5,72.8,70.1,53.7,19835,17.6,0.38,71,1
62.1,81.9,72.6,65.1,56,19835,17.6,0.38,67.5,1
61.6,80.3,69.9,61.5,56.9,19835,17.6,0.38,65.3,1
17.3,95.6,9.8,21.7,28.5,18981,18.1,0.38,59.8,0
24.8,91.8,23.3,39.5,34.7,12613,17.6,0.38,59.8,0
21.6,89.1,19.1,64.6,34.1,12613,17.6,0.38,59.8,0
19.3,89.4,20.1,58.2,33.4,12613,17.6,0.38,59.8,0
22.1,88.8,21.4,75.3,31.9,12613,17.6,0.38,59.8,0
17.4,89.9,20.3,51.7,30,12613,17.6,0.38,59.8,0
31.3,83.5,27.4,59.9,29,9454,17.2,0.38,59.8,0
28.3,84.4,29.3,60.4,28.7,9454,17.2,0.38,59.8,0
33.5,89.9,35.1,66.3,28.5,9454,17.2,0.38,59.8,0
20.1,93.1,20.2,44.6,37.8,30333,17.1,0.38,59.8,0
20.1,91.3,17.1,45.3,36.1,30333,17.1,0.38,59.8,0
17.1,91.4,12.3,28.7,31.3,30333,17.1,0.38,59.8,0
32.6,81.5,25.2,12.4,46.9,12063,16.6,0.38,59.8,0
31.1,80.4,25,21.6,45.4,12063,16.6,0.38,59.8,0
31.1,83.5,22.7,25.7,40.3,12063,16.6,0.38,59.8,0
31.7,90.4,28.9,51.2,34.9,12063,16.6,0.38,59.8,0
41.2,88.5,35.8,70.6,27.4,9454,17.2,0.38,51.2,0
25.9,85.3,25.8,80.8,25.1,9454,17.2,0.38,46.8,0
27.6,83.2,30.5,72.8,29.4,9454,17.2,0.38,46.2,0
77,97.9,95,91.1,80,18178,14.7,0.37,88.3,1
82.5,95.7,92.7,86.6,48,18178,14.7,0.37,87.8,1
79.1,97.5,85.8,87.2,48,18178,14.7,0.37,85,1
78.2,96.6,90.2,83.5,73.2,18178,14.7,0.37,84.6,1
77.6,96.7,88.2,85,78.8,18178,14.7,0.37,84.5,1
77.5,93.7,87.8,83.1,48,18178,14.7,0.37,83.4,1
64.5,93.8,75.8,93.8,40.1,21394,11.4,0.37,78.2,1
55.6,87,62.3,88.3,39,21394,11.4,0.37,69.4,1
56.2,86,56.8,87.6,38.3,21394,11.4,0.37,67.6,1
53.5,86,59.3,82.8,42.4,21394,11.4,0.37,66.2,1
49.8,90,54.2,80.9,40.8,21394,11.4,0.37,63.2,1
47.4,90.3,53.1,78.2,37.7,18529,16.6,0.37,61.3,1
48.5,85.9,54.5,72.1,44.1,21394,11.4,0.37,59.7,0
37.7,92.9,36.2,93.2,30.5,8747,15.9,0.37,57.9,0
35.1,92.7,33.2,91.2,34.4,8747,15.9,0.37,55.7,0
30.5,92.5,27.7,99,31.9,8747,15.9,0.37,54.9,0
48.9,80.9,50.5,58.8,35.3,18529,16.6,0.37,54.4,0
41.1,85.7,45.8,68.2,35.6,18529,16.6,0.37,53.9,0
29.1,94.4,22.4,98.9,32.8,8747,15.9,0.37,53,0
28.6,93.3,24.1,98.2,25.9,8747,15.9,0.37,52.9,0
30.4,92.6,21.2,97.5,33.1,8747,15.9,0.37,52.5,0
39.8,82.9,42.4,58.7,34.6,18529,16.6,0.37,49.4,0
39.7,85.5,44.5,45,31.3,18529,16.6,0.37,46,0
68.6,89.8,77.2,96.3,36.1,25774,14.1,0.36,80.3,1
68.4,78.9,71.3,90.8,43.8,25774,14.1,0.36,76.1,1
63,79.8,61.4,92.3,41.3,25774,14.1,0.36,72,1
58.9,84.3,62.9,88.3,41.2,25774,14.1,0.36,70.4,1
59.9,67.3,61.9,86.8,42.2,25774,14.1,0.36,69.2,1
50.4,97.4,51.8,98.2,64.1,11385,23.8,0.36,69,1
56.6,81.5,56.9,87.6,42.5,25774,14.1,0.36,67.5,1
49.4,80.5,66.1,82.6,68.1,11385,23.8,0.36,67.2,1
51.8,77.8,66.8,72.9,57.6,11385,23.8,0.36,64.7,1
56.9,78.1,64.6,68.9,55.6,11385,23.8,0.36,64.4,1
48.1,87.6,58.5,73.3,79.7,50882,40.5,0.36,62.5,1
52.4,77,59.7,72.3,58.5,11385,23.8,0.36,62.5,1
51,80.1,58.6,71,59,11385,23.8,0.36,61.7,1
47.8,66.4,60.6,60.9,70,50882,40.5,0.36,57.5,0
43.7,79.6,54.4,65.7,73.4,50882,40.5,0.36,56.9,0
42.5,78.3,48.9,65.4,67,50882,40.5,0.36,54.6,0
40.5,75.8,48.5,57.1,62.2,50882,40.5,0.36,51.1,0
39.4,87.1,38.8,60.5,40.8,50882,40.5,0.36,48.5,0
67.4,57.1,88.8,99.1,57.5,11885,13.1,0.35,82.3,1
71.8,51.4,87,95.5,55.9,11885,13.1,0.35,81.5,1
70.3,39.1,79.3,95.7,53.7,11885,13.1,0.35,79.3,1
65.7,55,79.5,97.4,60.7,11885,13.1,0.35,78.4,1
68.4,77.2,82.5,83.7,67.6,40128,23.7,0.35,77.9,1
63.1,58.1,77.4,93.9,52.5,11885,13.1,0.35,76,1
62,87.1,75.5,86.6,64.6,40128,23.7,0.35,75.4,1
68.6,90,83.5,73.5,39.6,14604,19.2,0.35,75.4,1
61.6,59.3,74.9,92,53,11885,13.1,0.35,74.3,1
62.2,82.5,72.4,80.7,44.4,40128,23.7,0.35,71.9,1
60.4,81.3,70.9,80.6,61.2,40128,23.7,0.35,71.2,1
62.8,93.8,75.1,72.6,41.7,14604,19.2,0.35,71.2,1
58.7,88,69.2,83.3,47.7,40128,23.7,0.35,71,1
54.7,93.3,77.3,72.3,48,14604,19.2,0.35,69.5,1
57.1,81.3,64.2,80.2,65.1,40128,23.7,0.35,68.2,1
51.9,93.9,62.4,81,48,14604,19.2,0.35,67,1
53.7,91.3,70.9,71.1,38.9,14604,19.2,0.35,66.5,1
51.8,91.4,65.1,71.2,44.8,14604,19.2,0.35,64.4,1
17.1,69.6,7.7,18.4,29.1,21934,14.8,0.35,59.8,0
42.4,72.8,42.4,91.6,29.1,12001,17.4,0.35,59.5,0
34.9,76.7,39.5,91.1,32.1,12001,17.4,0.35,56.2,0
33.4,88.3,37.2,86.1,30.6,12001,17.4,0.35,54.4,0
30.6,79.8,34.8,92,28.1,12001,17.4,0.35,53.9,0
31.9,83.6,30.4,92.8,31.2,12001,17.4,0.35,53.6,0
29.5,80.1,32.2,86.3,31.3,12001,17.4,0.35,51.2,0
32.1,86.6,27.8,86,31.7,14541,13.4,0.35,51.1,0
33,83.7,32.5,66.5,34.9,14541,13.4,0.35,46.7,0
32.5,81.6,32.9,66.9,33.7,14541,13.4,0.35,46.7,0
29.8,83.9,31.6,67.1,34.8,14541,13.4,0.35,45.7,0
27.6,84.9,30.3,56.3,34.4,14541,13.4,0.35,41.5,0
86.5,94.4,98.9,98.8,73.1,19919,11.6,0.34,94.2,1
89,90.2,98.5,95.4,90.3,19919,11.6,0.34,93.9,1
89.7,88.7,98.1,95.6,79.8,19919,11.6,0.34,93.7,1
89.5,91.9,96.6,97.9,62.1,19919,11.6,0.34,93.6,1
88.6,90.7,97.7,95.5,72.9,19919,11.6,0.34,93.2,1
88.2,91.5,96.7,97,55,18812,11.8,0.34,92.8,1
91.2,83.6,95.6,96.2,59.1,18812,11.8,0.34,92.6,1
90.5,85.3,94.2,97.3,55.5,18812,11.8,0.34,92.4,1
90.6,86.7,95.3,95.7,52.8,18812,11.8,0.34,92.3,1
89.7,87.8,95.6,95.2,51.1,18812,11.8,0.34,92,1
90.5,77.7,94.1,94,57,18812,11.8,0.34,91.2,1
88.2,77.2,93.9,95.1,73.5,19919,11.6,0.34,91.2,1
71.7,96.2,84.5,79.4,49.8,31592,15.5,0.34,79.2,1
74.4,92.3,87.2,67.2,77.4,31592,15.5,0.34,77.5,1
72,94.9,78.1,66,53.4,31592,15.5,0.34,73.3,1
65.5,97.8,72.6,78.7,40.5,31592,15.5,0.34,72.9,1
68,94.3,77.8,66.4,64.3,31592,15.5,0.34,72.4,1
65.7,93,79,63.4,60.7,31592,15.5,0.34,70.9,1
65.9,77.9,67.7,76.9,43.2,34938,15.3,0.34,70.1,1
58.4,87,66,77.3,42,34938,15.3,0.34,68.1,1
59,80.4,61.1,75.6,37.7,34938,15.3,0.34,65.7,1
58.1,82,58.7,74.3,39.4,34938,15.3,0.34,64.5,1
54.5,80.9,52.2,77.3,40.8,34938,15.3,0.34,62.3,1
16.9,76.8,12.1,26.7,28.5,20778,20.9,0.34,59.8,0
25.8,97.6,11.2,53.5,41.8,6848,10.8,0.34,59.8,0
56.5,79.1,56.2,59.2,39,34938,15.3,0.34,58,0
97.8,82.3,91.4,99.9,87.5,11074,9,0.33,95.6,1
92.9,81.6,89.2,99.9,92.9,11074,9,0.33,93.1,1
92.9,82,89,100,94.3,11074,9,0.33,93,1
92.7,79.2,87.4,100,94.4,11074,9,0.33,92.3,1
89.4,84,88.6,99.7,95.4,11074,9,0.33,92,1
89.1,84.3,88.2,100,95.7,11074,9,0.33,91.9,1
48.4,94.6,61.3,85.6,99.9,25028,16.2,0.33,68.2,1
43.9,92.5,55.9,75.9,100,25028,16.2,0.33,62.2,1
40.7,89.5,53.9,82.1,50,38309,25.9,0.33,61,1
17,68.5,19.4,49.1,46.7,20314,36.5,0.33,59.8,0
15.5,64.6,11.3,35.6,40.3,20314,36.5,0.33,59.8,0
20.2,86.9,16.3,50.2,38.8,20314,36.5,0.33,59.8,0
21.5,84.8,20.2,53.4,32.2,20314,36.5,0.33,59.8,0
52.6,84.8,63.8,56.7,50.5,38309,25.9,0.33,59.6,0
45.7,90.5,66.9,54.5,99.5,25028,16.2,0.33,59.4,0
37.7,91,54.3,67.5,100,25028,16.2,0.33,57.2,0
34,87,41.4,85.3,33.6,11512,14.9,0.33,55.6,0
43.5,73.8,41.9,74.9,28.8,11512,14.9,0.33,54.4,0
41.1,83.5,51.9,61.1,47.8,38309,25.9,0.33,53.7,0
37.7,76.2,40.9,73.2,31.8,11512,14.9,0.33,52.1,0
35.4,84.7,36.1,78,34.1,11512,14.9,0.33,52,0
38.8,83.5,50.1,58,52.6,38309,25.9,0.33,51.7,0
37.8,86.1,45.2,64.6,47,12938,15.8,0.33,51.4,0
49.5,70.7,48.9,51.2,60,38309,25.9,0.33,51.2,0
29.7,91.4,31.4,82.6,43.1,12938,15.8,0.33,51,0
34.8,81.2,32.6,75.4,32.2,11512,14.9,0.33,49.7,0
32.6,78.6,35.7,75.4,27.5,11512,14.9,0.33,49.7,0
43.6,96.3,51.7,45,40,25028,16.2,0.33,49,0
31.9,84.1,34.3,71.5,48.9,12938,15.8,0.33,48.8,0
28,84.1,30.2,74.3,42.1,12938,15.8,0.33,47.1,0
30.6,84.8,32.2,67.7,44.4,12938,15.8,0.33,46.6,0
27.9,83.6,26.8,71.3,45.1,12938,15.8,0.33,45.2,0
41.4,89.8,47.8,34.5,44.4,25028,16.2,0.33,45,0
36.1,85.1,40.2,46.8,53.1,38309,25.9,0.33,44.6,0
20.6,81.8,18,19.4,87.7,18971,26.2,0.32,59.8,0
26.4,89,26.7,41.2,85.9,18971,26.2,0.32,59.8,0
25.7,80.8,24,52.7,83.9,18971,26.2,0.32,59.8,0
28.4,81,25,34.1,83.7,18971,26.2,0.32,59.8,0
22.5,80,21.8,40.2,83.2,18971,26.2,0.32,59.8,0
25.6,78.2,30.6,59.3,54.9,23819,26.1,0.32,59.8,0
23.6,80.4,25.9,53.5,52.8,23819,26.1,0.32,59.8,0
26.7,79.4,36.2,64.4,50.7,23819,26.1,0.32,59.8,0
26.1,84.5,28.3,47.9,39.1,23819,26.1,0.32,59.8,0
15.7,81.8,9.5,17.7,30,18096,24.6,0.32,59.8,0
18.7,79.1,15.9,22.7,32.7,11065,20.5,0.32,59.8,0
22.7,77.5,30.4,77.8,48,23819,26.1,0.32,45.9,0
27,90.1,35.1,66.9,42.3,24519,44.1,0.31,59.8,0
27.8,86.9,32.5,58.7,40.1,24519,44.1,0.31,59.8,0
22.1,87.3,22,47.8,36.4,24519,44.1,0.31,59.8,0
20.7,74.7,21.5,34.7,33.9,24519,44.1,0.31,59.8,0
18.5,98.4,17,49.7,34.9,8521,14.9,0.31,59.8,0
17.1,73.3,20.3,68.1,33.6,8521,14.9,0.31,59.8,0
27,63.6,10.6,41.8,40.3,6137,8.2,0.31,59.8,0
42.4,81.9,48.8,80.1,43.4,23311,15.5,0.31,58.6,0
49.5,68.1,46.2,71,41.5,23311,15.5,0.31,56.2,0
44.6,68.2,46,67.5,40.2,23311,15.5,0.31,53.6,0
40,74.8,39.1,74.3,43.8,23311,15.5,0.31,52.7,0
48.9,62.7,49.2,58.4,40.3,23311,15.5,0.31,52.5,0
40.6,71.6,38.1,72.4,42.7,23311,15.5,0.31,51.8,0
57.9,77.9,56.1,91.4,48,2429,4.8,0.3,69.5,1
56.5,83,54.7,80.7,75.8,2429,4.8,0.3,65.7,1
50.5,94.5,47.1,79.9,76.8,2429,4.8,0.3,62.2,1
50.4,86.1,38.8,89.1,63,2429,4.8,0.3,61.5,1
28,75.9,28.8,50.2,42.8,12830,18.8,0.3,59.8,0
25.2,80.6,23.2,39.9,38.9,12830,18.8,0.3,59.8,0
29.2,76.1,25.1,47.5,36.7,12830,18.8,0.3,59.8,0
28.9,84.8,27.9,56.7,36.3,12830,18.8,0.3,59.8,0
26.7,77.4,25.2,50.1,35,12830,18.8,0.3,59.8,0
26.9,87.5,22.8,53.8,48.5,17940,17.9,0.3,59.8,0
28,87.1,23.8,52.2,48.1,17940,17.9,0.3,59.8,0
30.1,88.6,25.1,52.2,43.7,17940,17.9,0.3,59.8,0
26.5,89.5,21.3,42,41.9,17940,17.9,0.3,59.8,0
46.3,86.1,40.5,82.3,74,2429,4.8,0.3,59,0
53.5,92.8,44.6,64.7,82.3,2429,4.8,0.3,57.9,0
32.8,85.4,30.9,85.9,36.6,18815,13.6,0.3,52.2,0
40.8,59.8,47.8,59.6,40.6,18815,13.6,0.3,50,0
31.3,79.5,33.2,76.2,40,18815,13.6,0.3,49.1,0
38.7,73.7,37.5,64.8,46.4,18815,13.6,0.3,49,0
34.1,93.4,33.3,68.9,35.7,17940,17.9,0.3,48.8,0
31.1,75,31.2,70.3,37.7,18815,13.6,0.3,46.3,0
34.8,73.1,33.5,55.6,37.1,18815,13.6,0.3,43.6,0
41.6,85.8,48.3,92.3,31.6,22616,16,0.29,61.9,1
30.3,73.8,29.6,70.3,35,20174,15.2,0.29,59.8,0
50.8,69,47.8,72.9,37.7,20925,13.5,0.29,57.7,0
39.8,88.4,43.6,82,37.5,20925,13.5,0.29,57.2,0
37,78.8,40.5,83.7,39.9,22616,16,0.29,55.3,0
45.6,55.1,50.3,65.1,61,22616,16,0.29,54.2,0
37.9,77.4,38.9,79.2,41.8,20925,13.5,0.29,53.6,0
37.5,68.1,41,77.5,61.4,22616,16,0.29,53.4,0
37.3,69.7,40.2,78.1,44.1,22616,16,0.29,53,0
35.2,82.4,34.1,79.7,38.9,20925,13.5,0.29,51.9,0
34.5,73.7,36.6,79.2,40.8,22616,16,0.29,51.6,0
42.7,80.5,42.8,63.6,31.1,20174,15.2,0.29,51.2,0
35.6,78.3,35.5,72.5,39.3,20925,13.5,0.29,49.9,0
30.9,84.3,27.5,81.5,34.7,20174,15.2,0.29,49.2,0
33.2,79.1,31.4,75.4,38.6,20925,13.5,0.29,48.9,0
37.9,74.4,30.5,72.1,37.4,20174,15.2,0.29,48.6,0
34.2,76.2,28.4,72.2,32.3,20174,15.2,0.29,47,0
29.7,76.3,28.3,68.1,36.9,20174,15.2,0.29,44.5,0
89.1,67.6,81.8,97.8,48,25055,5.9,0.28,87.5,1
89.7,66.1,82,96.1,48,25055,5.9,0.28,87,1
85.9,73.5,82.2,98.1,48,25055,5.9,0.28,86.1,1
86.6,68,79.1,95.6,48,25055,5.9,0.28,85.2,1
83.9,68.3,79.4,95.3,48,25055,5.9,0.28,84.4,1
73.8,90.9,73.8,92.6,48,25055,5.9,0.28,81,1
54.3,84.4,68.1,77.5,72.4,41868,20.2,0.28,68.1,1
59.5,83,70.1,62.9,69.2,41868,20.2,0.28,65.7,1
52.8,83.6,60.8,69,67.3,41868,20.2,0.28,62.7,1
55.4,88.1,65.7,57.2,92.1,41868,20.2,0.28,62.4,1
49.8,89.6,61.9,64.3,90.8,41868,20.2,0.28,61.2,1
21.9,69.3,11.1,27.6,30.6,9565,15.4,0.28,59.8,0
22,57.6,12.7,50.6,29.4,9565,15.4,0.28,59.8,0
32.8,75,34,58.1,34.9,12050,14.8,0.28,59.8,0
23,42,12.5,23.3,44.6,22893,11.7,0.28,59.8,0
25.2,63.9,14.8,44.7,40.9,22893,11.7,0.28,59.8,0
30.9,65.9,33.5,60.2,55.7,10015,7.1,0.28,59.8,0
32.1,81.6,26.7,76.8,50.1,10015,7.1,0.28,59.8,0
26.6,81.7,14.6,89.1,33.9,7426,2.9,0.28,59.8,0
28.6,73.1,17,71.1,33.7,7426,2.9,0.28,59.8,0
25.9,69.4,15.9,68.3,33.7,7426,2.9,0.28,59.8,0
23.7,66.2,13.4,66,33.2,7426,2.9,0.28,59.8,0
39.4,87.3,40,94.3,31.9,17755,18.8,0.28,59.5,0
47.4,84.8,55.4,66.6,66.3,41868,20.2,0.28,58.8,0
31.9,83.5,28.7,92.7,28.5,14992,14.7,0.28,52.9,0
34.8,94.3,39.2,71.8,61.1,29787,18.9,0.28,51.8,0
33.2,74.1,38.1,78.1,37.1,17755,18.8,0.28,51.3,0
39.3,85.1,37.3,69.9,34.2,12050,14.8,0.28,51.2,0
31.4,90.5,39.5,69.8,78,29787,18.9,0.28,51,0
34,88,40.9,64.2,76.6,29787,18.9,0.28,50.3,0
32,79.8,32.7,78,35.8,17755,18.8,0.28,49.7,0
42.1,62.8,40.4,62.8,29.7,14992,14.7,0.28,49,0
39.3,72.4,41.1,61.3,35.2,12050,14.8,0.28,48.8,0
29.6,68.9,27.7,85.5,30.7,14992,14.7,0.28,48.8,0
29.2,76.7,32.8,78.3,37.2,17755,18.8,0.28,48.7,0
35.2,64,41.8,64.1,53.6,10015,7.1,0.28,48.5,0
40.4,62.8,42.5,57.9,32.2,17755,18.8,0.28,47.6,0
28.6,87.3,33.4,68.4,74.2,29787,18.9,0.28,47.5,0
26.5,68.5,26.1,85.6,28,14992,14.7,0.28,47.3,0
26.7,88,33.5,67,74.5,29787,18.9,0.28,46.6,0
31,71.3,32.9,68.6,49.8,10015,7.1,0.28,46.3,0
31.3,73.4,33.3,67.8,35.4,17755,18.8,0.28,46.1,0
27.2,72.3,24,81.7,29.5,14992,14.7,0.28,46,0
25.2,76.5,22.6,83.7,29.2,14992,14.7,0.28,45.9,0
36.9,75.1,38.6,55.4,31.6,12050,14.8,0.28,45.7,0
36,70.6,34.1,58.7,34.4,12050,14.8,0.28,44.8,0
28.3,92.9,35,55.7,76.6,29787,18.9,0.28,44.6,0
30.2,61.6,35,57.4,50.1,10015,7.1,0.28,42.6,0
97.7,54.6,98,99.9,83.7,2243,6.9,0.27,96,1
96.3,59.8,99.4,99.7,95.6,2243,6.9,0.27,95.5,1
95.6,64,97.6,99.8,97.8,2243,6.9,0.27,95.2,1
94.4,65.8,98.2,99.8,91.2,2243,6.9,0.27,94.9,1
95.7,56,98.2,99.9,97,2243,6.9,0.27,94.8,1
92.2,67,98.1,99.7,89.1,2243,6.9,0.27,94.3,1
90.9,70.3,95.4,99.9,48,7929,8.4,0.27,94.2,1
91.5,49.6,99.1,100,81,7929,8.4,0.27,92.9,1
89.9,59.6,97.6,99.7,80.5,7929,8.4,0.27,92.7,1
89.5,54.5,99.4,99.8,79.5,7929,8.4,0.27,92.7,1
86.6,61.2,94.7,99.6,82.7,7929,8.4,0.27,90.9,1
85.1,78.5,91.9,99.3,52.1,7929,8.4,0.27,90.1,1
49.2,89.3,62.8,82.4,76.7,34718,32.7,0.27,67,1
54.4,77.8,66.1,69.6,64,34718,32.7,0.27,64.4,1
45.8,80.4,58.4,74.2,66.2,34718,32.7,0.27,61.2,1
43.4,79.7,58,73.3,61,34718,32.7,0.27,59.9,0
34.1,77.3,32,54.6,86.5,26419,52,0.27,59.8,0
39.2,72.4,30.8,40.9,66.6,26419,52,0.27,59.8,0
44.8,71.4,32.4,34.2,65.5,26419,52,0.27,59.8,0
43.3,75.9,32.4,41.7,64.1,26419,52,0.27,59.8,0
26.3,82.5,14.1,24.3,35.2,26419,52,0.27,59.8,0
19.3,77.4,23.4,36.4,30.9,31017,30.3,0.27,59.8,0
20.9,50.8,11.4,43.7,32.5,11452,29.6,0.27,59.8,0
27,78,28.5,45.4,43.7,22037,29,0.27,59.8,0
19,71.3,19.5,13.6,28.9,22037,29,0.27,59.8,0
14.1,81.1,10.2,66.9,30.3,19665,19.4,0.27,59.8,0
16.2,74.9,10.9,65,29.6,19665,19.4,0.27,59.8,0
15.5,78.9,9.5,50.5,29.3,19665,19.4,0.27,59.8,0
13.4,77.2,9.1,63.1,28.9,19665,19.4,0.27,59.8,0
12.2,76.5,7.7,55.5,27.1,19665,19.4,0.27,59.8,0
24.6,87.2,19.1,60.9,28.8,17638,14.4,0.27,59.8,0
15.6,82.5,18.5,19.1,26.5,17638,14.4,0.27,59.8,0
51.8,74.2,53.4,69,57.1,34718,32.7,0.27,59.1,0
47.5,80.8,52.3,70.2,62.6,34718,32.7,0.27,58.6,0
33.4,92.6,46.1,83.6,64.5,20851,20.7,0.27,57.5,0
48.1,70.1,50.8,62.8,38.3,30144,15,0.27,54.8,0
40.3,80.6,39,77.5,39.8,30144,15,0.27,54.1,0
36.3,87.3,38.1,62.2,63.3,20851,20.7,0.27,49.1,0
46.8,74.8,44.1,52.5,38.4,30144,15,0.27,49,0
39.9,70.6,35.8,62.7,39.6,30144,15,0.27,47.8,0
40.2,72.6,40,57.6,36.7,30144,15,0.27,47.7,0
38.4,70.3,36.3,62.3,39.2,30144,15,0.27,47.4,0
35,88.4,39.9,55.7,60,20851,20.7,0.27,47.3,0
34.6,88.6,34.7,58,63.3,20851,20.7,0.27,46.4,0
32.1,90,35.8,47.8,58.7,20851,20.7,0.27,42.9,0
70.2,66.3,79.5,90.3,74.9,19967,20.1,0.26,78.8,1
66.6,65,73.8,91.9,99.2,19967,20.1,0.26,77,1
67.9,73.2,72.6,83.2,95.1,19967,20.1,0.26,75.3,1
62.5,68.9,71.2,85.8,72.3,19967,20.1,0.26,72.8,1
57.8,71.5,72.7,86,73.7,19967,20.1,0.26,72.1,1
